
"ModelPeriodEmissions","Italy","CO2",5.2582491E+6

"ModelPeriodCostByRegion","Italy",1.2916586E+7


"DemandByTimeSlice","Italy","ELCD","1D",33.600609,33.833233,34.066174,34.298797,34.531738,34.764362,34.810379,34.856395,34.902412,34.948429,34.994446,35.164550,35.334654,35.504441,35.674545,35.844649,36.348613,36.852578,37.356225,37.860190,38.363838,38.898903,39.433969,39.968718,40.503783,41.038849,41.457445,41.876357,42.295270,42.713865,43.132778,43.529158,43.925856,44.322236,44.718617,45.115314,45.386021,45.658314,45.932194,46.207661,46.485032,46.763990,47.044534,47.326666,47.610701,47.896324
"DemandByTimeSlice","Italy","ELCD","1M",132.450523,133.367504,134.285736,135.202716,136.120948,137.037928,137.219323,137.400717,137.582112,137.763506,137.944901,138.615435,139.285969,139.955252,140.625787,141.296321,143.282904,145.269486,147.254818,149.241401,151.226732,153.335913,155.445093,157.553023,159.662203,161.771383,163.421448,165.072764,166.724079,168.374144,170.025459,171.587954,173.151700,174.714195,176.276690,177.840436,178.907536,179.980891,181.060501,182.146366,183.239737,184.339363,185.445244,186.557380,187.677022,188.802919
"DemandByTimeSlice","Italy","ELCD","1N",22.574711,22.731000,22.887503,23.043792,23.200294,23.356583,23.387500,23.418417,23.449333,23.480250,23.511167,23.625452,23.739737,23.853809,23.968094,24.082379,24.420969,24.759560,25.097938,25.436529,25.774906,26.134393,26.493879,26.853152,27.212638,27.572124,27.853359,28.134808,28.416256,28.697491,28.978939,29.245249,29.511772,29.778082,30.044392,30.310915,30.492790,30.675731,30.859739,31.044812,31.231165,31.418584,31.607069,31.796620,31.987451,32.179347
"DemandByTimeSlice","Italy","ELCD","2D",19.299938,19.433555,19.567355,19.700972,19.834771,19.968389,19.994820,20.021252,20.047684,20.074116,20.100548,20.198254,20.295960,20.393485,20.491191,20.588897,20.878371,21.167845,21.457136,21.746609,22.035901,22.343238,22.650576,22.957732,23.265069,23.572407,23.812845,24.053466,24.294086,24.534524,24.775144,25.002822,25.230682,25.458360,25.686038,25.913898,26.069390,26.225793,26.383108,26.541334,26.700654,26.860885,27.022028,27.184082,27.347230,27.511289
"DemandByTimeSlice","Italy","ELCD","2M",77.127138,77.661104,78.195799,78.729765,79.264459,79.798426,79.904053,80.009681,80.115309,80.220936,80.326564,80.717022,81.107480,81.497210,81.887668,82.278126,83.434931,84.591736,85.747813,86.904618,88.060695,89.288889,90.517084,91.744551,92.972745,94.200940,95.161788,96.123364,97.084940,98.045787,99.007363,99.917218,100.827802,101.737657,102.647511,103.558095,104.179477,104.804501,105.433168,106.065477,106.702157,107.342479,107.986444,108.634051,109.286028,109.941648
"DemandByTimeSlice","Italy","ELCD","2N",8.094309,8.150348,8.206463,8.262501,8.318616,8.374654,8.385740,8.396825,8.407910,8.418996,8.430081,8.471059,8.512037,8.552938,8.593915,8.634893,8.756297,8.877701,8.999028,9.120432,9.241760,9.370656,9.499552,9.628372,9.757268,9.886164,9.987003,10.087918,10.188833,10.289671,10.390587,10.486074,10.581637,10.677124,10.772611,10.868175,10.933388,10.998982,11.064959,11.131319,11.198137,11.265337,11.332920,11.400884,11.469308,11.538114
"DemandByTimeSlice","Italy","ELCD","3D",86.229853,86.826839,87.424639,88.021625,88.619425,89.216411,89.334505,89.452599,89.570693,89.688788,89.806882,90.243423,90.679963,91.115690,91.552231,91.988772,93.282105,94.575439,95.867958,97.161292,98.453811,99.826961,101.200110,102.572444,103.945593,105.318742,106.392991,107.468055,108.543118,109.617367,110.692430,111.709668,112.727721,113.744959,114.762197,115.780249,116.474968,117.173759,117.876622,118.583558,119.295380,120.011275,120.731241,121.455280,122.184206,122.917203
"DemandByTimeSlice","Italy","ELCD","3M",382.518048,385.166295,387.818154,390.466400,393.118259,395.766506,396.290374,396.814243,397.338112,397.861980,398.385849,400.322357,402.258864,404.191759,406.128266,408.064774,413.802039,419.539304,425.272956,431.010221,436.743873,442.835201,448.926529,455.014244,461.105571,467.196899,471.962298,476.731309,481.500320,486.265718,491.034729,495.547225,500.063334,504.575831,509.088327,513.604436,516.686229,519.786086,522.904007,526.039994,529.197657,532.373385,535.567177,538.779034,542.012568,545.264167
"DemandByTimeSlice","Italy","ELCD","3N",66.927150,67.390500,67.854482,68.317831,68.781813,69.245162,69.336821,69.428479,69.520138,69.611797,69.703455,70.042275,70.381096,70.719284,71.058105,71.396925,72.400744,73.404563,74.407749,75.411568,76.414755,77.480522,78.546289,79.611424,80.677192,81.742959,82.576735,83.411144,84.245552,85.079329,85.913737,86.703265,87.493424,88.282952,89.072479,89.862639,90.401844,90.944209,91.489736,92.038422,92.590902,93.146542,93.705343,94.267305,94.833059,95.401974
"DemandByTimeSlice","Italy","ELCD","4D",20.966075,21.111227,21.256577,21.401729,21.547080,21.692232,21.720945,21.749659,21.778373,21.807086,21.835800,21.941941,22.048082,22.154026,22.260167,22.366308,22.680772,22.995235,23.309500,23.623964,23.938229,24.272099,24.605969,24.939641,25.273510,25.607380,25.868575,26.129968,26.391361,26.652555,26.913948,27.161281,27.408812,27.656145,27.903478,28.151009,28.319924,28.489829,28.660725,28.832610,29.005684,29.179748,29.354802,29.530846,29.708078,29.886300
"DemandByTimeSlice","Italy","ELCD","4M",81.473355,82.037411,82.602236,83.166292,83.731118,84.295173,84.406753,84.518333,84.629913,84.741493,84.853073,85.265534,85.677995,86.089686,86.502147,86.914608,88.136601,89.358594,90.579817,91.801809,93.023032,94.320438,95.617843,96.914479,98.211884,99.509289,100.524282,101.540044,102.555806,103.570798,104.586561,105.547687,106.509583,107.470709,108.431836,109.393732,110.050129,110.710375,111.374468,112.042408,112.714966,113.391371,114.071624,114.755724,115.444442,116.137007
"DemandByTimeSlice","Italy","ELCD","4N",13.851688,13.947586,14.043615,14.139513,14.235542,14.331439,14.350410,14.369380,14.388350,14.407321,14.426291,14.496415,14.566540,14.636534,14.706658,14.776783,14.984540,15.192297,15.399923,15.607680,15.815306,16.035884,16.256463,16.476910,16.697488,16.918067,17.090630,17.263325,17.436020,17.608584,17.781279,17.944684,18.108221,18.271627,18.435033,18.598570,18.710167,18.822419,18.935324,19.048884,19.163229,19.278228,19.393881,19.510188,19.627281,19.745027
"DemandByTimeSlice","Italy","ELCD","5D",20.288829,20.429293,20.569948,20.710412,20.851067,20.991530,21.019316,21.047102,21.074888,21.102674,21.130461,21.233173,21.335886,21.438407,21.541120,21.643833,21.948138,22.252444,22.556558,22.860863,23.164977,23.488063,23.811148,24.134041,24.457126,24.780212,25.032969,25.285919,25.538868,25.791625,26.044575,26.283918,26.523454,26.762797,27.002141,27.241676,27.405135,27.569552,27.734927,27.901260,28.068744,28.237185,28.406584,28.576942,28.748449,28.920914
"DemandByTimeSlice","Italy","ELCD","5M",79.696729,80.248484,80.800993,81.352749,81.905257,82.457013,82.566160,82.675307,82.784454,82.893600,83.002747,83.406214,83.809681,84.212395,84.615862,85.019328,86.214674,87.410019,88.604612,89.799958,90.994551,92.263664,93.532778,94.801139,96.070253,97.339366,98.332226,99.325838,100.319450,101.312310,102.305922,103.246090,104.187010,105.127178,106.067346,107.008267,107.650351,108.296199,108.945810,109.599186,110.257077,110.918733,111.584152,112.253335,112.927034,113.604497
"DemandByTimeSlice","Italy","ELCD","5N",13.661037,13.755615,13.850322,13.944900,14.039607,14.134185,14.152895,14.171604,14.190313,14.209022,14.227731,14.296891,14.366050,14.435080,14.504240,14.573399,14.778296,14.983194,15.187962,15.392860,15.597628,15.815171,16.032713,16.250126,16.467669,16.685211,16.855400,17.025717,17.196035,17.366224,17.536542,17.697699,17.858984,18.020141,18.181298,18.342584,18.452645,18.563352,18.674704,18.786700,18.899472,19.012888,19.126949,19.241655,19.357136,19.473262

"FuelProductionByTimeSlice","Italy","HCO","1D",18.410959,19.625079,19.534001,19.442923,19.327618,19.260766,17.390269,21.209271,26.696113,29.917105,31.735419,32.125546,33.988877,33.454450,33.164303,29.969433,28.000815,32.827548,38.848163,41.671721,44.387200,46.888369,47.396921,47.395730,47.106847,46.757646,46.107179,45.758146,52.512415,44.195881,43.567311,49.305989,51.833208,57.572619,60.121092,62.648382,65.004325,69.893284,72.001228,71.106798,70.377451,69.416574,68.459394,69.116760,69.778563,70.444063
"FuelProductionByTimeSlice","Italy","HCO","1M",46.027397,49.062698,48.835002,48.486176,48.379611,48.151916,43.475673,68.867232,66.740283,74.792763,79.338549,75.378579,84.972192,7.318161,82.910758,74.923583,82.966159,91.018639,99.071119,107.123599,115.176079,123.228559,131.281039,131.281039,131.281039,131.281039,131.281039,131.281039,131.281039,131.281039,131.281039,131.281039,136.463197,144.515677,152.363341,158.628251,166.680731,174.733211,182.785691,182.785691,182.785691,182.785691,182.785691,182.785691,183.440668,188.422970
"FuelProductionByTimeSlice","Italy","HCO","1N",9.205479,9.812539,9.767000,9.721461,9.675922,9.630383,8.695135,0.330785,13.348056,14.958552,15.867710,16.062773,16.994438,16.727225,8.703772,14.984717,9.152730,18.203728,19.814224,21.424720,0.112260,24.645711,26.256207,21.899271,25.130556,26.256207,26.256207,0.000000,26.256207,26.256207,26.256207,26.256207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"FuelProductionByTimeSlice","Italy","HCO","2D",10.643836,11.345749,11.293094,11.240440,11.187785,11.135131,10.053750,12.436057,15.433691,17.295827,18.347040,18.572581,19.649820,19.340854,19.173113,17.326079,16.233255,18.968986,22.517266,24.209855,25.817272,27.080321,27.653797,27.516889,27.663641,27.565267,27.046658,26.768396,30.358741,26.229554,30.358741,29.349917,30.904060,28.465527,35.234023,36.682783,38.544919,40.407055,42.269192,42.269192,36.534723,41.930697,41.483048,41.860634,42.240769,42.623027
"FuelProductionByTimeSlice","Italy","HCO","2M",28.383562,30.255330,30.114918,29.974506,29.834094,29.693682,26.809999,42.468127,41.156508,46.122204,48.925439,49.526884,27.970013,51.575611,51.128301,46.202877,51.162465,56.128161,61.093857,66.059553,71.025249,75.990945,80.956641,80.956641,80.956641,80.956641,80.956641,80.956641,80.956641,80.956641,80.956641,80.956641,84.152305,89.118001,93.957394,97.820755,102.786451,107.752147,112.717843,112.717843,112.717843,112.717843,112.717843,112.717843,113.121746,116.194166
"FuelProductionByTimeSlice","Italy","HCO","2N",3.524603,3.781916,3.764365,3.746813,3.724593,3.711710,3.351250,5.308516,5.144564,5.765276,5.914864,6.190861,6.549940,6.446952,6.391038,5.775360,6.395308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.119581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
